,DB1_TEM1.D_TEM_1_Main_Incomer_8420#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_Gen_Total_Load_MLVA#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_Gen_Total_Load_MLVB#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_HVAC_A_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_HVAC_B_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_UPS_A_Supply#Real Energy Into the Load#kWh,DB1_TEM1.DB1_TEM1_UPS_B_Supply#Real Energy Into the Load#kWh,Timestamp
33264,12485224.0,126007.525,96594.502,5521750.815,3188518.18,12039520.79,6561222.967,2021-12-12 09:45:00
33265,12485375.0,126007.525,96594.502,5521776.792,3188541.492,12039566.87,6561267.593,2021-12-12 10:00:00
33266,12485528.0,126007.525,96594.502,5521799.324,3188567.419,12039613.23,6561313.567,2021-12-12 10:15:00
33267,12485682.0,126007.525,96594.502,5521823.633,3188590.7,12039665.47,6561364.522,2021-12-12 10:30:00
33268,12485833.0,126007.525,96594.502,5521845.844,3188614.365,12039711.06,6561411.51,2021-12-12 10:45:00
33269,12485983.0,126007.525,96594.502,5521868.011,3188637.966,12039754.82,6561456.797,2021-12-12 11:00:00
33270,12486133.0,126007.525,96594.502,5521891.42,3188661.521,12039800.13,6561502.588,2021-12-12 11:15:00
33271,12486282.0,126007.525,96594.502,5521911.328,3188687.718,12039851.45,6561547.143,2021-12-12 11:30:00
33272,12486435.0,126007.525,96594.502,5521936.486,3188710.949,12039896.98,6561593.034,2021-12-12 11:45:00
33273,12486587.0,126007.525,96594.502,5521958.811,3188734.532,12039943.03,6561642.793,2021-12-12 12:00:00
33274,12486740.0,126007.525,96594.502,5521982.752,3188758.237,12039990.2,6561688.956,2021-12-12 12:15:00
33275,12486891.0,126007.525,96594.502,5522006.96,3188781.067,12040034.64,6561733.467,2021-12-12 12:30:00
33276,12487042.0,126007.525,96594.502,5522029.598,3188807.891,12040080.83,6561779.113,2021-12-12 12:45:00
33277,12487196.0,126007.525,96594.502,5522052.797,3188831.321,12040133.78,6561824.028,2021-12-12 13:00:00
33278,12487348.0,126007.525,96594.502,5522074.859,3188855.057,12040179.94,6561869.111,2021-12-12 13:15:00
33279,12487501.0,126007.525,96594.502,5522098.558,3188879.382,12040224.89,6561921.57,2021-12-12 13:30:00
33280,12487653.0,126007.525,96594.502,5522124.751,3188906.185,12040271.43,6561966.192,2021-12-12 13:45:00
33281,12487802.0,126007.525,96594.502,5522144.862,3188930.148,12040317.42,6562012.237,2021-12-12 14:00:00
33282,12487953.0,126007.525,96594.502,5522167.815,3188953.273,12040367.62,6562057.85,2021-12-12 14:15:00
33283,12488103.0,126007.525,96594.502,5522189.015,3188976.496,12040412.98,6562102.836,2021-12-12 14:30:00
33284,12488253.0,126007.525,96594.502,5522210.114,3188999.849,12040458.33,6562152.43,2021-12-12 14:45:00
33285,12488402.0,126007.525,96594.502,5522231.71,3189025.035,12040503.73,6562198.867,2021-12-12 15:00:00
33286,12488551.0,126007.525,96594.502,5522251.63,3189048.448,12040549.15,6562243.449,2021-12-12 15:15:00
33287,12488703.0,126007.525,96594.502,5522276.337,3189071.753,12040602.2,6562288.546,2021-12-12 15:30:00
33288,12488851.0,126007.525,96594.502,5522297.038,3189095.112,12040647.65,6562334.902,2021-12-12 15:45:00
33289,12489001.0,126007.525,96594.502,5522317.939,3189117.085,12040694.28,6562384.969,2021-12-12 16:00:00
33290,12489154.0,126007.525,96594.502,5522340.919,3189143.941,12040740.17,6562430.253,2021-12-12 16:15:00
33291,12489304.0,126007.525,96594.502,5522363.035,3189167.068,12040785.25,6562476.151,2021-12-12 16:30:00
33292,12489453.0,126007.525,96594.502,5522384.421,3189189.112,12040836.83,6562521.323,2021-12-12 16:45:00
33293,12489604.0,126007.525,96594.502,5522409.245,3189211.369,12040883.17,6562572.255,2021-12-12 17:00:00
33294,12489754.0,126007.525,96594.502,5522430.627,3189234.209,12040928.43,6562618.47,2021-12-12 17:15:00
33295,12489903.0,126007.525,96594.502,5522452.204,3189260.782,12040974.24,6562663.666,2021-12-12 17:30:00
33296,12490054.0,126007.525,96594.502,5522473.614,3189284.076,12041019.13,6562709.041,2021-12-12 17:45:00
33297,12490204.0,126007.525,96594.502,5522495.908,3189306.348,12041065.51,6562752.514,2021-12-12 18:00:00
33298,12490353.0,126007.525,96594.502,5522519.292,3189329.336,12041117.42,6562803.974,2021-12-12 18:15:00
33299,12490502.0,126007.525,96594.502,5522539.432,3189352.475,12041163.73,6562849.949,2021-12-12 18:30:00
33300,12490653.0,126007.525,96594.502,5522560.825,3189377.726,12041209.87,6562895.418,2021-12-12 18:45:00
33301,12490799.0,126007.525,96594.502,5522579.446,3189400.314,12041255.83,6562941.489,2021-12-12 19:00:00
33302,12490949.0,126007.525,96594.502,5522602.567,3189422.352,12041303.74,6562987.98,2021-12-12 19:15:00
33303,12491100.0,126007.525,96594.502,5522623.346,3189446.49,12041351.92,6563036.909,2021-12-12 19:30:00
33304,12491247.0,126007.525,96594.502,5522643.144,3189468.778,12041397.65,6563081.892,2021-12-12 19:45:00
33305,12491398.0,126007.525,96594.502,5522668.16,3189490.747,12041441.98,6563126.9,2021-12-12 20:00:00
33306,12491547.0,126007.525,96594.502,5522688.892,3189515.161,12041494.17,6563170.458,2021-12-12 20:15:00
33307,12491694.0,126007.525,96594.502,5522709.146,3189537.428,12041539.94,6563222.288,2021-12-12 20:30:00
33308,12491843.0,126007.525,96594.502,5522730.358,3189560.005,12041586.59,6563266.663,2021-12-12 20:45:00
33309,12491991.0,126007.525,96594.502,5522754.762,3189582.447,12041632.45,6563312.62,2021-12-12 21:00:00
33310,12492138.0,126007.525,96594.502,5522775.522,3189607.259,12041683.52,6563356.706,2021-12-12 21:15:00
33311,12492287.0,126007.525,96594.502,5522795.62,3189629.676,12041728.68,6563408.031,2021-12-12 21:30:00
33312,12492434.0,126007.525,96594.502,5522814.33,3189651.377,12041774.38,6563453.031,2021-12-12 21:45:00
33313,12492583.0,126007.525,96594.502,5522834.123,3189673.624,12041825.01,6563498.084,2021-12-12 22:00:00
33314,12492733.0,126007.525,96594.502,5522857.235,3189696.832,12041870.71,6563544.523,2021-12-12 22:15:00
33315,12492881.0,126007.525,96594.502,5522880.061,3189722.347,12041916.46,6563595.802,2021-12-12 22:30:00
33316,12493029.0,126007.525,96594.502,5522900.456,3189744.245,12041963.23,6563641.206,2021-12-12 22:45:00
33317,12493178.0,126007.525,96594.502,5522922.148,3189765.31,12042009.27,6563685.536,2021-12-12 23:00:00
33318,12493325.0,126007.525,96594.502,5522943.579,3189787.767,12042062.07,6563731.907,2021-12-12 23:15:00
33319,12493474.0,126007.525,96594.502,5522968.099,3189812.363,12042107.61,6563776.804,2021-12-12 23:30:00
33320,12493623.0,126007.525,96594.502,5522989.121,3189834.311,12042153.36,6563826.379,2021-12-12 23:45:00
33321,12493770.0,126007.525,96594.502,5523008.788,3189855.931,12042199.93,6563871.088,2021-12-13 00:00:00
33322,12493920.0,126007.525,96594.502,5523030.769,3189878.786,12042246.19,6563916.344,2021-12-13 00:15:00
33323,12494067.0,126007.525,96594.502,5523053.519,3189900.628,12042292.68,6563962.981,2021-12-13 00:30:00
33324,12494213.0,126007.525,96594.502,5523073.257,3189924.38,12042339.66,6564008.473,2021-12-13 00:45:00
33325,12494360.0,126007.525,96594.502,5523094.621,3189945.477,12042386.07,6564054.603,2021-12-13 01:00:00
33326,12494508.0,126007.525,96594.502,5523114.305,3189967.476,12042431.89,6564100.576,2021-12-13 01:15:00
33327,12494658.0,126007.525,96594.502,5523140.266,3189989.974,12042478.57,6564145.637,2021-12-13 01:30:00
33328,12494803.0,126007.525,96594.502,5523160.263,3190011.306,12042531.43,6564191.352,2021-12-13 01:45:00
33329,12494952.0,126007.525,96594.502,5523181.935,3190036.504,12042577.34,6564242.55,2021-12-13 02:00:00
33330,12495100.0,126007.525,96594.502,5523203.396,3190058.138,12042624.56,6564287.208,2021-12-13 02:15:00
33331,12495247.0,126007.525,96594.502,5523223.418,3190079.92,12042669.82,6564331.521,2021-12-13 02:30:00
33332,12495394.0,126007.525,96594.502,5523248.613,3190101.769,12042715.02,6564382.3,2021-12-13 02:45:00
33333,12495538.0,126007.525,96594.502,5523267.369,3190123.179,12042760.19,6564425.875,2021-12-13 03:00:00
33334,12495684.0,126007.525,96594.502,5523287.797,3190144.62,12042811.65,6564470.595,2021-12-13 03:15:00
33335,12495832.0,126007.525,96594.502,5523310.399,3190168.512,12042857.41,6564515.206,2021-12-13 03:30:00
33336,12495980.0,126007.525,96594.502,5523331.095,3190189.519,12042902.28,6564566.46,2021-12-13 03:45:00
33337,12496128.0,126007.525,96594.502,5523354.066,3190211.116,12042948.47,6564612.145,2021-12-13 04:00:00
33338,12496274.0,126007.525,96594.502,5523376.272,3190232.475,12042993.33,6564656.465,2021-12-13 04:15:00
33339,12496424.0,126007.525,96594.502,5523399.108,3190257.677,12043045.75,6564701.084,2021-12-13 04:30:00
33340,12496572.0,126007.525,96594.502,5523420.833,3190279.236,12043091.13,6564750.756,2021-12-13 04:45:00
33341,12496721.0,126007.525,96594.502,5523442.623,3190301.643,12043137.03,6564794.91,2021-12-13 05:00:00
33342,12496869.0,126007.525,96594.502,5523465.792,3190323.91,12043182.52,6564839.775,2021-12-13 05:15:00
33343,12497016.0,126007.525,96594.502,5523485.551,3190346.333,12043227.36,6564885.177,2021-12-13 05:30:00
33344,12497166.0,126007.525,96594.502,5523508.403,3190367.97,12043273.65,6564930.794,2021-12-13 05:45:00
33345,12497312.0,126007.525,96594.502,5523531.825,3190390.058,12043325.47,6564976.375,2021-12-13 06:00:00
33346,12497460.0,126007.525,96594.502,5523552.13,3190415.712,12043371.21,6565027.824,2021-12-13 06:15:00
33347,12497608.0,126007.525,96594.502,5523573.399,3190436.968,12043417.08,6565072.797,2021-12-13 06:30:00
33348,12497756.0,126007.525,96594.502,5523596.901,3190458.161,12043463.43,6565118.992,2021-12-13 06:45:00
33349,12497904.0,126007.525,96594.502,5523617.997,3190481.964,12043508.61,6565165.065,2021-12-13 07:00:00
33350,12498053.0,126007.525,96594.502,5523639.722,3190504.759,12043554.85,6565210.117,2021-12-13 07:15:00
33351,12498201.0,126007.525,96594.502,5523659.32,3190526.823,12043599.81,6565254.489,2021-12-13 07:30:00
33352,12498352.0,126007.525,96594.502,5523682.254,3190549.297,12043651.61,6565300.847,2021-12-13 07:45:00
33353,12498502.0,126007.525,96594.502,5523706.268,3190571.377,12043696.65,6565346.662,2021-12-13 08:00:00
33354,12498652.0,126007.525,96594.502,5523728.047,3190593.992,12043740.78,6565392.889,2021-12-13 08:15:00
33355,12498803.0,126007.525,96594.502,5523750.568,3190619.308,12043792.33,6565445.35,2021-12-13 08:30:00
33356,12498955.0,126007.525,96594.502,5523772.827,3190641.712,12043838.13,6565490.512,2021-12-13 08:45:00
33357,12499105.0,126007.525,96594.502,5523794.416,3190664.085,12043883.69,6565536.602,2021-12-13 09:00:00
33358,12499257.0,126007.525,96594.502,5523826.252,3190681.288,12043929.29,6565582.752,2021-12-13 09:15:00
33359,12499408.0,126007.525,96594.502,5523857.135,3190693.998,12043976.12,6565626.932,2021-12-13 09:30:00
33360,12499559.0,126007.525,96594.502,5523889.166,3190708.171,12044021.91,6565672.062,2021-12-13 09:45:00
33361,12499710.0,126007.525,96594.502,5523919.646,3190720.638,12044074.12,6565723.467,2021-12-13 10:00:00
33362,12499862.0,126007.525,96594.502,5523951.239,3190733.551,12044121.2,6565769.794,2021-12-13 10:15:00
33363,12500013.0,126007.525,96594.502,5523986.817,3190746.094,12044168.2,6565816.352,2021-12-13 10:30:00
33364,12500163.0,126007.525,96594.502,5524018.427,3190758.191,12044214.31,6565861.275,2021-12-13 10:45:00
33365,12500315.0,126007.525,96594.502,5524050.202,3190772.373,12044260.14,6565906.168,2021-12-13 11:00:00
33366,12500469.0,126007.525,96594.502,5524081.008,3190785.174,12044305.96,6565956.629,2021-12-13 11:15:00
33367,12500623.0,126007.525,96594.502,5524115.327,3190797.8,12044353.1,6566001.057,2021-12-13 11:30:00
33368,12500775.0,126007.525,96594.502,5524149.445,3190810.77,12044406.08,6566045.62,2021-12-13 11:45:00
33369,12500929.0,126007.525,96594.502,5524182.426,3190823.519,12044452.63,6566095.235,2021-12-13 12:00:00
33370,12501082.0,126007.525,96594.502,5524215.09,3190836.608,12044496.76,6566140.171,2021-12-13 12:15:00
33371,12501236.0,126007.525,96594.502,5524248.204,3190851.162,12044543.51,6566184.313,2021-12-13 12:30:00
33372,12501390.0,126007.525,96594.502,5524281.454,3190863.85,12044590.32,6566234.671,2021-12-13 12:45:00
33373,12501544.0,126007.525,96594.502,5524319.987,3190876.449,12044636.96,6566278.195,2021-12-13 13:00:00
33374,12501700.0,126007.525,96594.502,5524353.383,3190890.053,12044684.69,6566324.777,2021-12-13 13:15:00
33375,12501853.0,126007.525,96594.502,5524385.628,3190904.467,12044731.51,6566369.732,2021-12-13 13:30:00
33376,12502005.0,126007.525,96594.502,5524417.812,3190917.425,12044782.73,6566419.716,2021-12-13 13:45:00
33377,12502159.0,126007.525,96594.502,5524450.326,3190930.446,12044828.29,6566464.382,2021-12-13 14:00:00
33378,12502313.0,126007.525,96594.502,5524487.502,3190943.475,12044874.15,6566509.542,2021-12-13 14:15:00
33379,12502467.0,126007.525,96594.502,5524520.6,3190957.451,12044919.88,6566560.996,2021-12-13 14:30:00
33380,12502622.0,126007.525,96594.502,5524552.324,3190970.824,12044968.1,6566606.887,2021-12-13 14:45:00
33381,12502775.0,126007.525,96594.502,5524588.902,3190983.096,12045021.25,6566652.685,2021-12-13 15:00:00
33382,12502928.0,126007.525,96594.502,5524621.264,3190997.245,12045068.83,6566698.085,2021-12-13 15:15:00
33383,12503079.0,126007.525,96594.502,5524652.516,3191009.718,12045114.69,6566743.707,2021-12-13 15:30:00
33384,12503232.0,126007.525,96594.502,5524689.308,3191022.569,12045160.74,6566789.874,2021-12-13 15:45:00
33385,12503385.0,126007.525,96594.502,5524723.258,3191035.293,12045208.06,6566835.212,2021-12-13 16:00:00
33386,12503536.0,126007.525,96594.502,5524753.939,3191048.357,12045254.05,6566886.434,2021-12-13 16:15:00
33387,12503690.0,126007.525,96594.502,5524787.96,3191061.273,12045300.86,6566930.156,2021-12-13 16:30:00
33388,12503840.0,126007.525,96594.502,5524819.331,3191075.78,12045351.8,6566974.853,2021-12-13 16:45:00
33389,12503991.0,126007.525,96594.502,5524856.041,3191088.943,12045398.97,6567019.7,2021-12-13 17:00:00
33390,12504146.0,126007.525,96594.502,5524892.274,3191102.395,12045445.24,6567072.064,2021-12-13 17:15:00
33391,12504296.0,126007.525,96594.502,5524924.923,3191115.422,12045491.18,6567117.168,2021-12-13 17:30:00
33392,12504449.0,126007.525,96594.502,5524958.646,3191128.733,12045537.96,6567162.81,2021-12-13 17:45:00
33393,12504603.0,126007.525,96594.502,5524993.091,3191142.22,12045583.53,6567208.24,2021-12-13 18:00:00
33394,12504758.0,126007.525,96594.502,5525028.039,3191155.69,12045633.89,6567253.355,2021-12-13 18:15:00
33395,12504911.0,126007.525,96594.502,5525062.85,3191168.913,12045679.26,6567299.87,2021-12-13 18:30:00
33396,12505068.0,126007.525,96594.502,5525095.863,3191182.151,12045724.99,6567345.094,2021-12-13 18:45:00
33397,12505224.0,126007.525,96594.502,5525130.982,3191197.041,12045771.62,6567392.623,2021-12-13 19:00:00
33398,12505376.0,126007.525,96594.502,5525167.047,3191210.36,12045817.8,6567438.494,2021-12-13 19:15:00
33399,12505529.0,126007.525,96594.502,5525199.609,3191223.223,12045868.69,6567487.012,2021-12-13 19:30:00
33400,12505682.0,126007.525,96594.502,5525232.575,3191236.27,12045915.45,6567534.072,2021-12-13 19:45:00
33401,12505832.0,126007.525,96594.502,5525262.343,3191250.789,12045962.47,6567579.777,2021-12-13 20:00:00
33402,12505985.0,126007.525,96594.502,5525298.784,3191263.721,12046008.06,6567625.291,2021-12-13 20:15:00
33403,12506136.0,126007.525,96594.502,5525327.601,3191276.688,12046059.5,6567670.577,2021-12-13 20:30:00
33404,12506290.0,126007.525,96594.502,5525364.186,3191291.576,12046106.25,6567715.539,2021-12-13 20:45:00
33405,12506440.0,126007.525,96594.502,5525396.514,3191304.409,12046152.33,6567760.997,2021-12-13 21:00:00
33406,12506594.0,126007.525,96594.502,5525428.703,3191317.446,12046197.87,6567812.208,2021-12-13 21:15:00
33407,12506750.0,126007.525,96594.502,5525464.099,3191330.159,12046245.32,6567856.512,2021-12-13 21:30:00
33408,12506904.0,126007.525,96594.502,5525497.39,3191343.133,12046292.28,6567900.794,2021-12-13 21:45:00
33409,12507058.0,126007.525,96594.502,5525530.454,3191357.987,12046338.18,6567951.904,2021-12-13 22:00:00
33410,12507210.0,126007.525,96594.502,5525568.808,3191370.813,12046383.92,6567996.872,2021-12-13 22:15:00
33411,12507363.0,126007.525,96594.502,5525601.877,3191383.418,12046435.94,6568041.841,2021-12-13 22:30:00
33412,12507518.0,126007.525,96594.502,5525633.962,3191396.427,12046481.09,6568086.52,2021-12-13 22:45:00
33413,12507668.0,126007.525,96594.502,5525665.292,3191409.708,12046527.2,6568138.645,2021-12-13 23:00:00
33414,12507818.0,126007.525,96594.502,5525696.595,3191423.732,12046572.99,6568183.864,2021-12-13 23:15:00
33415,12507970.0,126007.525,96594.502,5525731.101,3191435.801,12046624.58,6568229.057,2021-12-13 23:30:00
33416,,126050.634,96626.301,5525757.544,3191447.766,12046667.32,6568272.442,2021-12-13 23:45:00
33417,,126141.207,96694.659,5525794.967,3191461.767,12046716.97,6568319.893,2021-12-14 00:00:00
33418,,126227.464,96759.883,5525826.698,3191474.541,12046763.48,6568366.301,2021-12-14 00:15:00
33419,,126313.735,96824.012,5525860.73,3191487.175,12046811.56,6568412.702,2021-12-14 00:30:00
33420,,126398.872,96881.003,5525894.648,3191500.029,12046859.3,6568459.225,2021-12-14 00:45:00
33421,,126484.425,96947.729,5525925.322,3191513.081,12046906.56,6568507.35,2021-12-14 01:00:00
33422,,126571.991,97011.176,5525958.01,3191526.264,12046953.79,6568553.49,2021-12-14 01:15:00
33423,,126655.943,97076.399,5525989.428,3191538.555,12047000.39,6568599.656,2021-12-14 01:30:00
33424,,126742.654,97140.037,5526021.69,3191551.341,12047047.3,6568647.24,2021-12-14 01:45:00
33425,,126835.141,97205.552,5526050.207,3191564.674,12047092.56,6568687.474,2021-12-14 02:00:00
33426,,126920.97,97271.454,5526080.233,3191577.607,12047139.3,6568736.323,2021-12-14 02:15:00
33427,,126995.488,97337.011,5526110.432,3191590.44,12047188.15,6568783.061,2021-12-14 02:30:00
33428,,127084.533,97402.217,5526143.983,3191602.99,12047236.51,6568829.788,2021-12-14 02:45:00
33429,,127170.548,97468.836,5526176.144,3191616.058,12047283.25,6568873.576,2021-12-14 03:00:00
33430,,127257.271,97532.483,5526211.128,3191629.013,12047329.49,6568919.775,2021-12-14 03:15:00
33431,,127346.504,97597.144,5526244.549,3191641.78,12047376.35,6568967.055,2021-12-14 03:30:00
33432,,127432.777,97661.857,5526275.667,3191654.761,12047421.41,6569013.446,2021-12-14 03:45:00
33433,,127514.867,97727.312,5526303.122,3191667.751,12047469.24,6569059.69,2021-12-14 04:00:00
33434,,127603.46,97791.226,5526339.478,3191680.412,12047514.79,6569105.553,2021-12-14 04:15:00
33435,,127687.37,97855.432,5526370.187,3191693.525,12047560.38,6569151.295,2021-12-14 04:30:00
33436,,127770.211,97918.683,5526400.983,3191705.886,12047605.71,6569196.652,2021-12-14 04:45:00
33437,,127853.765,97981.112,5526431.285,3191720.403,12047658.69,6569242.348,2021-12-14 05:00:00
33438,,127935.801,98043.15,5526460.573,3191733.09,12047705.3,6569287.452,2021-12-14 05:15:00
33439,,128023.112,98106.95,5526491.738,3191745.923,12047750.93,6569333.664,2021-12-14 05:30:00
33440,,128109.333,98173.55,5526524.876,3191759.058,12047797.37,6569384.523,2021-12-14 05:45:00
33441,,128198.122,98239.42,5526557.217,3191772.487,12047843.46,6569430.737,2021-12-14 06:00:00
33442,,128280.248,98305.324,5526588.987,3191785.418,12047889.63,6569476.957,2021-12-14 06:15:00
33443,,128368.764,98370.924,5526622.855,3191799.02,12047938.52,6569522.45,2021-12-14 06:30:00
33444,,128458.45,98435.624,5526656.802,3191812.581,12047985.8,6569565.305,2021-12-14 06:45:00
33445,,128547.1,98501.969,5526689.268,3191825.619,12048032.86,6569611.214,2021-12-14 07:00:00
33446,,128634.325,98566.534,5526723.086,3191838.861,12048079.26,6569663.201,2021-12-14 07:15:00
33447,,128720.845,98623.816,5526750.645,3191852.098,12048120.62,6569702.637,2021-12-14 07:30:00
33448,,128807.601,98689.668,5526785.648,3191865.77,12048167.62,6569749.203,2021-12-14 07:45:00
33449,,128893.455,98754.686,5526814.396,3191877.429,12048214.84,6569795.773,2021-12-14 08:00:00
33450,,128981.794,98826.84,5526848.757,3191891.086,12048263.22,6569843.42,2021-12-14 08:15:00
33451,,129074.376,98890.849,5526879.171,3191904.905,12048309.05,6569891.327,2021-12-14 08:30:00
33452,,129159.9,98956.304,5526914.882,3191918.28,12048356.53,6569938.052,2021-12-14 08:45:00
33453,,129244.446,99021.585,5526946.465,3191931.958,12048405.25,6569984.289,2021-12-14 09:00:00
33454,,129335.847,99087.145,5526976.844,3191945.942,12048451.71,6570029.66,2021-12-14 09:15:00
33455,,129425.386,99152.833,5527010.093,3191959.156,12048504.51,6570075.9,2021-12-14 09:30:00
33456,,129516.723,99210.479,5527045.446,3191972.719,12048551.8,6570121.794,2021-12-14 09:45:00
33457,,129601.734,99284.855,5527079.204,3191986.587,12048598.09,6570169.37,2021-12-14 10:00:00
33458,,129692.07,99342.781,5527111.151,3192001.802,12048644.99,6570215.845,2021-12-14 10:15:00
33459,,129780.877,99409.043,5527144.021,3192015.081,12048694.62,6570264.3,2021-12-14 10:30:00
33460,,129871.554,99474.966,5527179.515,3192028.601,12048735.44,6570310.078,2021-12-14 10:45:00
33461,,129960.964,99540.699,5527215.127,3192042.588,12048788.91,6570356.477,2021-12-14 11:00:00
33462,,130050.079,99604.48,5527248.188,3192056.462,12048836.39,6570403.532,2021-12-14 11:15:00
33463,,130134.759,99672.366,5527281.314,3192070.098,12048884.2,6570448.686,2021-12-14 11:30:00
33464,12508058.0,130219.99,99731.93,5527309.84,3192081.814,12048926.02,6570494.915,2021-12-14 11:45:00
33465,12508217.0,130219.99,99731.93,5527349.126,3192097.405,12048973.5,6570541.251,2021-12-14 12:00:00
33466,12508376.0,130219.99,99731.93,5527383.386,3192110.507,12049024.95,6570586.822,2021-12-14 12:15:00
33467,12508534.0,130219.99,99731.93,5527417.621,3192123.924,12049072.17,6570638.206,2021-12-14 12:30:00
33468,12508693.0,130219.99,99731.93,5527457.892,3192138.565,12049118.37,6570684.736,2021-12-14 12:45:00
33469,,130274.205,99775.818,5527484.613,3192149.853,12049166.72,6570730.052,2021-12-14 13:00:00
33470,,130378.611,99845.048,5527520.813,3192163.698,12049213.08,6570777.255,2021-12-14 13:15:00
33471,,130469.297,99911.272,5527557.428,3192177.471,12049261.72,6570825.207,2021-12-14 13:30:00
33472,,130559.207,99977.301,5527593.565,3192190.669,12049309.71,6570872.629,2021-12-14 13:45:00
33473,12508859.0,130573.079,99989.453,5527624.881,3192205.169,12049356.79,6570919.022,2021-12-14 14:00:00
33474,12509015.0,130573.079,99989.453,5527658.215,3192218.277,12049402.54,6570964.224,2021-12-14 14:15:00
33475,12509173.0,130573.079,99989.453,5527692.622,3192231.772,12049448.12,6571010.603,2021-12-14 14:30:00
33476,12509331.0,130573.079,99989.453,5527727.362,3192245.091,12049494.2,6571055.525,2021-12-14 14:45:00
33477,12509486.0,130573.079,99989.453,5527766.18,3192259.187,12049547.79,6571101.287,2021-12-14 15:00:00
33478,12509642.0,130573.079,99989.453,5527799.26,3192274.625,12049593.18,6571152.801,2021-12-14 15:15:00
33479,12509799.0,130573.079,99989.453,5527832.4,3192287.741,12049639.45,6571198.16,2021-12-14 15:30:00
33480,12509955.0,130573.079,99989.453,5527865.672,3192300.968,12049684.73,6571243.52,2021-12-14 15:45:00
33481,12510110.0,130573.079,99989.453,5527902.786,3192314.443,12049731.16,6571288.624,2021-12-14 16:00:00
33482,12510266.0,130573.079,99989.453,5527935.517,3192330.875,12049783.41,6571341.162,2021-12-14 16:15:00
33483,12510421.0,130573.079,99989.453,5527966.877,3192344.928,12049830.67,6571387.093,2021-12-14 16:30:00
33484,12510584.0,130573.079,99989.453,5528000.066,3192364.278,12049875.44,6571433.376,2021-12-14 16:45:00
33485,12510736.0,130573.079,99989.453,5528029.85,3192382.806,12049921.22,6571479.466,2021-12-14 17:00:00
33486,12510891.0,130573.079,99989.453,5528058.473,3192402.156,12049968.45,6571524.728,2021-12-14 17:15:00
33487,12511043.0,130573.079,99989.453,5528083.494,3192423.92,12050022.13,6571569.019,2021-12-14 17:30:00
33488,12511197.0,130573.079,99989.453,5528108.486,3192443.125,12050068.48,6571620.282,2021-12-14 17:45:00
33489,12511349.0,130573.079,99989.453,5528133.012,3192462.576,12050114.57,6571665.603,2021-12-14 18:00:00
33490,12511500.0,130573.079,99989.453,5528158.325,3192481.965,12050161.51,6571712.117,2021-12-14 18:15:00
33491,12511649.0,130573.079,99989.453,5528185.506,3192500.753,12050208.55,6571758.779,2021-12-14 18:30:00
33492,12511800.0,130573.079,99989.453,5528211.101,3192519.483,12050254.51,6571805.15,2021-12-14 18:45:00
33493,12511951.0,130573.079,99989.453,5528234.998,3192540.745,12050301.42,6571850.585,2021-12-14 19:00:00
33494,12512104.0,130573.079,99989.453,5528261.122,3192558.923,12050347.29,6571895.3,2021-12-14 19:15:00
33495,12512255.0,130573.079,99989.453,5528281.561,3192574.974,12050393.73,6571940.897,2021-12-14 19:30:00
33496,12512406.0,130573.079,99989.453,5528312.45,3192597.848,12050442.4,6571994.42,2021-12-14 19:45:00
33497,12512557.0,130573.079,99989.453,5528336.813,3192616.174,12050489.82,6572039.644,2021-12-14 20:00:00
33498,12512706.0,130573.079,99989.453,5528360.358,3192635.032,12050542.49,6572083.323,2021-12-14 20:15:00
33499,12512855.0,130573.079,99989.453,5528388.329,3192652.983,12050588.89,6572133.537,2021-12-14 20:30:00
33500,12513002.0,130573.079,99989.453,5528411.271,3192671.756,12050635.38,6572178.528,2021-12-14 20:45:00
33501,12513150.0,130573.079,99989.453,5528434.523,3192690.022,12050681.23,6572223.659,2021-12-14 21:00:00
33502,12513300.0,130573.079,99989.453,5528460.132,3192710.569,12050727.16,6572270.389,2021-12-14 21:15:00
33503,12513451.0,130573.079,99989.453,5528486.359,3192729.89,12050780.22,6572315.935,2021-12-14 21:30:00
33504,12513601.0,130573.079,99989.453,5528512.547,3192748.158,12050825.51,6572362.461,2021-12-14 21:45:00
33505,12513752.0,130573.079,99989.453,5528537.044,3192766.111,12050872.32,6572409.102,2021-12-14 22:00:00
33506,12513900.0,130573.079,99989.453,5528565.067,3192784.836,12050918.29,6572459.983,2021-12-14 22:15:00
33507,12514050.0,130573.079,99989.453,5528589.95,3192802.718,12050964.04,6572504.583,2021-12-14 22:30:00
33508,12514198.0,130573.079,99989.453,5528614.074,3192820.633,12051017.27,6572549.952,2021-12-14 22:45:00
33509,12514346.0,130573.079,99989.453,5528637.658,3192841.961,12051064.02,6572594.841,2021-12-14 23:00:00
33510,12514495.0,130573.079,99989.453,5528660.75,3192861.154,12051109.78,6572642.956,2021-12-14 23:15:00
33511,12514647.0,130573.079,99989.453,5528690.186,3192879.152,12051155.6,6572694.537,2021-12-14 23:30:00
