"Time stamp","Value","Events","Comment","User"
"2019/06/06 16:30:00","3 672 269,41","","",""
"2019/06/06 16:00:00","3 672 121,48","","",""
"2019/06/06 15:30:00","3 671 973,11","","",""
"2019/06/06 15:00:00","3 671 824,93","","",""
"2019/06/06 14:30:00","3 671 677,19","","",""
"2019/06/06 14:00:00","3 671 529,12","","",""
"2019/06/06 13:30:00","3 671 381,15","","",""
"2019/06/06 13:00:00","3 671 233,29","","",""
"2019/06/06 12:30:00","3 671 085,36","","",""
"2019/06/06 12:00:00","3 670 937,54","","",""
"2019/06/06 11:30:00","3 670 789,67","","",""
"2019/06/06 11:00:00","3 670 642,10","","",""
"2019/06/06 10:30:00","3 670 494,51","","",""
"2019/06/06 10:00:00","3 670 346,61","","",""
"2019/06/06 09:30:00","3 670 198,56","","",""
"2019/06/06 09:00:00","3 670 050,95","","",""
"2019/06/06 08:30:00","3 669 903,19","","",""
"2019/06/06 08:00:00","3 669 755,72","","",""
"2019/06/06 07:30:00","3 669 608,46","","",""
"2019/06/06 07:00:00","3 669 461,28","","",""
"2019/06/06 06:30:00","3 669 314,51","","",""
"2019/06/06 06:00:00","3 669 167,79","","",""
"2019/06/06 05:30:00","3 669 021,32","","",""
"2019/06/06 05:00:00","3 668 874,98","","",""
"2019/06/06 04:30:00","3 668 728,46","","",""
"2019/06/06 04:00:00","3 668 581,77","","",""
"2019/06/06 03:30:00","3 668 435,42","","",""
"2019/06/06 03:00:00","3 668 288,69","","",""
"2019/06/06 02:30:00","3 668 142,27","","",""
"2019/06/06 02:00:00","3 667 995,61","","",""
"2019/06/06 01:30:00","3 667 849,43","","",""
"2019/06/06 01:00:00","3 667 702,70","","",""
"2019/06/06 00:30:00","3 667 556,29","","",""
"2019/06/06 00:00:00","3 667 409,43","","",""
"2019/06/05 23:30:01","3 667 263,12","","",""
"2019/06/05 23:00:00","3 667 116,12","","",""
"2019/06/05 22:30:00","3 666 969,01","","",""
"2019/06/05 22:00:00","3 666 822,11","","",""
"2019/06/05 21:30:00","3 666 675,01","","",""
"2019/06/05 21:00:00","3 666 527,61","","",""
"2019/06/05 20:30:00","3 666 380,24","","",""
"2019/06/05 20:00:00","3 666 232,74","","",""
"2019/06/05 19:30:00","3 666 085,47","","",""
"2019/06/05 19:00:00","3 665 938,13","","",""
"2019/06/05 18:30:00","3 665 791,14","","",""
"2019/06/05 18:00:00","3 665 643,82","","",""
"2019/06/05 17:30:00","3 665 496,24","","",""
"2019/06/05 17:00:00","3 665 348,75","","",""
"2019/06/05 16:30:00","3 665 201,54","","",""
"2019/06/05 16:00:00","3 665 053,67","","",""
"2019/06/05 15:30:00","3 664 905,91","","",""
"2019/06/05 15:00:00","3 664 758,29","","",""
"2019/06/05 14:30:00","3 664 610,54","","",""
"2019/06/05 14:00:00","3 664 462,93","","",""
"2019/06/05 13:30:00","3 664 315,17","","",""
"2019/06/05 13:00:00","3 664 167,28","","",""
"2019/06/05 12:30:00","3 664 019,37","","",""
"2019/06/05 12:00:00","3 663 871,66","","",""
"2019/06/05 11:30:00","3 663 723,77","","",""
"2019/06/05 11:00:00","3 663 576,00","","",""
"2019/06/05 10:30:00","3 663 428,22","","",""
"2019/06/05 10:00:00","3 663 280,26","","",""
"2019/06/05 09:30:00","3 663 132,56","","",""
"2019/06/05 09:00:00","3 662 984,71","","",""
"2019/06/05 08:30:00","3 662 837,27","","",""
"2019/06/05 08:00:00","3 662 689,58","","",""
"2019/06/05 07:30:00","3 662 542,33","","",""
"2019/06/05 07:00:00","3 662 395,36","","",""
"2019/06/05 06:30:00","3 662 248,63","","",""
"2019/06/05 06:00:00","3 662 101,84","","",""
"2019/06/05 05:30:00","3 661 955,40","","",""
"2019/06/05 05:00:00","3 661 808,87","","",""
"2019/06/05 04:30:00","3 661 662,60","","",""
"2019/06/05 04:00:00","3 661 516,15","","",""
"2019/06/05 03:30:00","3 661 369,34","","",""
"2019/06/05 03:00:00","3 661 222,77","","",""
"2019/06/05 02:30:00","3 661 076,09","","",""
"2019/06/05 02:00:00","3 660 929,63","","",""
"2019/06/05 01:30:00","3 660 783,05","","",""
"2019/06/05 01:00:00","3 660 636,56","","",""
"2019/06/05 00:30:00","3 660 490,15","","",""
"2019/06/05 00:00:00","3 660 343,15","","",""
"2019/06/04 23:30:00","3 660 196,39","","",""
"2019/06/04 23:00:00","3 660 049,43","","",""
"2019/06/04 22:30:01","3 659 902,23","","",""
"2019/06/04 22:00:00","3 659 754,67","","",""
"2019/06/04 21:30:00","3 659 607,15","","",""
"2019/06/04 21:00:00","3 659 459,73","","",""
"2019/06/04 20:30:00","3 659 311,96","","",""
"2019/06/04 20:00:00","3 659 164,33","","",""
"2019/06/04 19:30:00","3 659 017,12","","",""
"2019/06/04 19:00:00","3 658 869,55","","",""
"2019/06/04 18:30:00","3 658 721,90","","",""
"2019/06/04 18:00:00","3 658 574,78","","",""
"2019/06/04 17:30:00","3 658 427,66","","",""
"2019/06/04 17:00:00","3 658 280,26","","",""
"2019/06/04 16:30:00","3 658 132,67","","",""
"2019/06/04 16:00:01","3 657 984,93","","",""
"2019/06/04 15:30:00","3 657 837,24","","",""
"2019/06/04 15:00:00","3 657 689,18","","",""
"2019/06/04 14:30:00","3 657 541,24","","",""
"2019/06/04 14:00:00","3 657 393,29","","",""
"2019/06/04 13:30:00","3 657 245,50","","",""
"2019/06/04 13:00:00","3 657 097,92","","",""
"2019/06/04 12:30:00","3 656 950,17","","",""
"2019/06/04 12:00:00","3 656 802,58","","",""
"2019/06/04 11:30:00","3 656 654,89","","",""
"2019/06/04 11:00:00","3 656 507,18","","",""
"2019/06/04 10:30:00","3 656 359,29","","",""
"2019/06/04 10:00:00","3 656 211,32","","",""
"2019/06/04 09:30:00","3 656 063,71","","",""
"2019/06/04 09:00:00","3 655 916,10","","",""
"2019/06/04 08:30:00","3 655 768,50","","",""
"2019/06/04 08:00:00","3 655 621,14","","",""
"2019/06/04 07:30:00","3 655 474,01","","",""
"2019/06/04 07:00:00","3 655 327,49","","",""
"2019/06/04 06:30:00","3 655 180,65","","",""
"2019/06/04 06:00:00","3 655 034,27","","",""
"2019/06/04 05:30:00","3 654 887,62","","",""
"2019/06/04 05:00:00","3 654 741,51","","",""
"2019/06/04 04:30:00","3 654 595,46","","",""
"2019/06/04 04:00:00","3 654 448,92","","",""
"2019/06/04 03:30:00","3 654 302,60","","",""
"2019/06/04 03:00:00","3 654 156,19","","",""
"2019/06/04 02:30:00","3 654 009,80","","",""
"2019/06/04 02:00:00","3 653 863,45","","",""
"2019/06/04 01:30:00","3 653 717,29","","",""
"2019/06/04 01:00:00","3 653 570,62","","",""
"2019/06/04 00:30:00","3 653 424,36","","",""
"2019/06/04 00:00:00","3 653 277,67","","",""
"2019/06/03 23:30:00","3 653 131,16","","",""
"2019/06/03 23:00:00","3 652 984,21","","",""
"2019/06/03 22:30:00","3 652 837,68","","",""
"2019/06/03 22:00:00","3 652 690,14","","",""
"2019/06/03 21:30:00","3 652 543,06","","",""
"2019/06/03 21:00:00","3 652 395,48","","",""
"2019/06/03 20:30:00","3 652 247,96","","",""
"2019/06/03 20:00:00","3 652 100,51","","",""
"2019/06/03 19:30:00","3 651 953,53","","",""
"2019/06/03 19:00:00","3 651 806,18","","",""
"2019/06/03 18:30:00","3 651 658,78","","",""
"2019/06/03 18:00:00","3 651 511,55","","",""
"2019/06/03 17:30:00","3 651 364,21","","",""
"2019/06/03 17:00:00","3 651 216,84","","",""
"2019/06/03 16:30:00","3 651 069,23","","",""
"2019/06/03 16:00:00","3 650 921,41","","",""
"2019/06/03 15:30:00","3 650 773,81","","",""
"2019/06/03 15:00:00","3 650 625,77","","",""
"2019/06/03 14:30:00","3 650 478,05","","",""
"2019/06/03 14:00:00","3 650 330,26","","",""
"2019/06/03 13:30:00","3 650 182,92","","",""
"2019/06/03 13:00:00","3 650 035,39","","",""
"2019/06/03 12:30:00","3 649 887,99","","",""
"2019/06/03 12:00:00","3 649 740,49","","",""
"2019/06/03 11:30:00","3 649 592,85","","",""
"2019/06/03 11:00:00","3 649 445,23","","",""
"2019/06/03 10:30:00","3 649 298,00","","",""
"2019/06/03 10:00:00","3 649 150,65","","",""
"2019/06/03 09:30:00","3 649 003,54","","",""
"2019/06/03 09:00:00","3 648 856,15","","",""
"2019/06/03 08:30:01","3 648 709,28","","",""
"2019/06/03 08:00:00","3 648 562,46","","",""
"2019/06/03 07:30:00","3 648 415,81","","",""
"2019/06/03 07:00:00","3 648 269,38","","",""
"2019/06/03 06:30:00","3 648 123,19","","",""
"2019/06/03 06:00:00","3 647 977,10","","",""
"2019/06/03 05:30:00","3 647 831,49","","",""
"2019/06/03 05:00:00","3 647 685,91","","",""
"2019/06/03 04:30:00","3 647 540,05","","",""
"2019/06/03 04:00:00","3 647 393,86","","",""
"2019/06/03 03:30:00","3 647 247,98","","",""
"2019/06/03 03:00:00","3 647 102,45","","",""
"2019/06/03 02:30:00","3 646 956,41","","",""
"2019/06/03 02:00:00","3 646 810,37","","",""
"2019/06/03 01:30:00","3 646 664,50","","",""
"2019/06/03 01:00:00","3 646 517,97","","",""
"2019/06/03 00:30:00","3 646 372,41","","",""
"2019/06/03 00:00:00","3 646 226,19","","",""
"2019/06/02 23:30:00","3 646 080,20","","",""
"2019/06/02 23:00:00","3 645 933,77","","",""
"2019/06/02 22:30:00","3 645 787,36","","",""
"2019/06/02 22:00:00","3 645 640,71","","",""
"2019/06/02 21:30:00","3 645 494,06","","",""
"2019/06/02 21:00:00","3 645 346,97","","",""
"2019/06/02 20:30:00","3 645 200,39","","",""
"2019/06/02 20:00:00","3 645 053,34","","",""
"2019/06/02 19:30:00","3 644 906,61","","",""
"2019/06/02 19:00:00","3 644 760,30","","",""
"2019/06/02 18:30:00","3 644 613,21","","",""
"2019/06/02 18:00:00","3 644 466,43","","",""
"2019/06/02 17:30:00","3 644 319,72","","",""
"2019/06/02 17:00:00","3 644 172,84","","",""
"2019/06/02 16:30:00","3 644 025,86","","",""
"2019/06/02 16:00:00","3 643 879,11","","",""
"2019/06/02 15:30:00","3 643 732,35","","",""
"2019/06/02 15:00:00","3 643 585,52","","",""
"2019/06/02 14:30:00","3 643 438,76","","",""
"2019/06/02 14:00:00","3 643 292,16","","",""
"2019/06/02 13:30:00","3 643 145,31","","",""
"2019/06/02 13:00:00","3 642 998,27","","",""
"2019/06/02 12:30:00","3 642 851,78","","",""
"2019/06/02 12:00:00","3 642 704,62","","",""
"2019/06/02 11:30:00","3 642 557,99","","",""
"2019/06/02 11:00:00","3 642 411,51","","",""
"2019/06/02 10:30:00","3 642 264,56","","",""
"2019/06/02 10:00:00","3 642 117,98","","",""
"2019/06/02 09:30:00","3 641 971,29","","",""
"2019/06/02 09:00:00","3 641 824,71","","",""
"2019/06/02 08:30:00","3 641 678,42","","",""
"2019/06/02 08:00:00","3 641 531,80","","",""
"2019/06/02 07:30:00","3 641 385,71","","",""
"2019/06/02 07:00:00","3 641 239,46","","",""
"2019/06/02 06:30:00","3 641 093,02","","",""
"2019/06/02 06:00:00","3 640 947,10","","",""
"2019/06/02 05:30:00","3 640 801,15","","",""
"2019/06/02 05:00:00","3 640 654,84","","",""
"2019/06/02 04:30:00","3 640 508,67","","",""
"2019/06/02 04:00:00","3 640 362,48","","",""
"2019/06/02 03:30:00","3 640 216,14","","",""
"2019/06/02 03:00:00","3 640 070,00","","",""
"2019/06/02 02:30:00","3 639 923,40","","",""
"2019/06/02 02:00:00","3 639 776,96","","",""
"2019/06/02 01:30:00","3 639 630,59","","",""
"2019/06/02 01:00:01","3 639 484,17","","",""
"2019/06/02 00:30:00","3 639 337,93","","",""
"2019/06/02 00:00:00","3 639 191,15","","",""
"2019/06/01 23:30:00","3 639 044,57","","",""
"2019/06/01 23:00:00","3 638 897,87","","",""
"2019/06/01 22:30:00","3 638 750,97","","",""
"2019/06/01 22:00:00","3 638 604,54","","",""
"2019/06/01 21:30:00","3 638 457,12","","",""
"2019/06/01 21:00:00","3 638 310,23","","",""
"2019/06/01 20:30:00","3 638 163,09","","",""
"2019/06/01 20:00:00","3 638 015,98","","",""
"2019/06/01 19:30:00","3 637 869,23","","",""
"2019/06/01 19:00:00","3 637 722,31","","",""
"2019/06/01 18:30:00","3 637 575,31","","",""
"2019/06/01 18:00:00","3 637 428,23","","",""
"2019/06/01 17:30:00","3 637 281,18","","",""
"2019/06/01 17:00:00","3 637 134,53","","",""
"2019/06/01 16:30:00","3 636 987,26","","",""
"2019/06/01 16:00:00","3 636 840,31","","",""
"2019/06/01 15:30:00","3 636 693,29","","",""
"2019/06/01 15:00:00","3 636 546,39","","",""
"2019/06/01 14:30:00","3 636 399,14","","",""
"2019/06/01 14:00:00","3 636 252,28","","",""
"2019/06/01 13:30:00","3 636 105,48","","",""
"2019/06/01 13:00:00","3 635 958,45","","",""
"2019/06/01 12:30:00","3 635 811,36","","",""
"2019/06/01 12:00:00","3 635 664,16","","",""
"2019/06/01 11:30:00","3 635 517,43","","",""
"2019/06/01 11:00:00","3 635 370,61","","",""
"2019/06/01 10:30:00","3 635 223,94","","",""
"2019/06/01 10:00:00","3 635 076,76","","",""
"2019/06/01 09:30:00","3 634 930,18","","",""
"2019/06/01 09:00:00","3 634 782,93","","",""
"2019/06/01 08:30:00","3 634 636,16","","",""
"2019/06/01 08:00:00","3 634 489,18","","",""
"2019/06/01 07:30:00","3 634 342,50","","",""
"2019/06/01 07:00:00","3 634 195,75","","",""
"2019/06/01 06:30:00","3 634 049,11","","",""
"2019/06/01 06:00:00","3 633 902,40","","",""
"2019/06/01 05:30:00","3 633 755,77","","",""
"2019/06/01 05:00:00","3 633 609,24","","",""
"2019/06/01 04:30:00","3 633 463,03","","",""
"2019/06/01 04:00:00","3 633 316,86","","",""
"2019/06/01 03:30:00","3 633 170,19","","",""
"2019/06/01 03:00:00","3 633 023,61","","",""
"2019/06/01 02:30:00","3 632 877,44","","",""
"2019/06/01 02:00:00","3 632 730,80","","",""
"2019/06/01 01:30:00","3 632 584,83","","",""
"2019/06/01 01:00:00","3 632 438,21","","",""
"2019/06/01 00:30:00","3 632 291,67","","",""
"2019/06/01 00:00:00","3 632 144,86","","",""
"2019/05/31 23:30:00","3 631 998,30","","",""
"2019/05/31 23:00:00","3 631 851,24","","",""
"2019/05/31 22:30:00","3 631 704,73","","",""
"2019/05/31 22:00:00","3 631 557,97","","",""
"2019/05/31 21:30:00","3 631 411,32","","",""
"2019/05/31 21:00:00","3 631 264,23","","",""
"2019/05/31 20:30:00","3 631 117,38","","",""
"2019/05/31 20:00:00","3 630 970,22","","",""
"2019/05/31 19:30:00","3 630 823,38","","",""
"2019/05/31 19:00:00","3 630 676,58","","",""
"2019/05/31 18:30:00","3 630 529,65","","",""
"2019/05/31 18:00:00","3 630 382,37","","",""
"2019/05/31 17:30:01","3 630 235,54","","",""
"2019/05/31 17:00:00","3 630 088,49","","",""
"2019/05/31 16:30:00","3 629 941,60","","",""
"2019/05/31 16:00:00","3 629 793,94","","",""
"2019/05/31 15:30:00","3 629 646,11","","",""
"2019/05/31 15:00:00","3 629 498,91","","",""
"2019/05/31 14:30:00","3 629 351,17","","",""
"2019/05/31 14:00:00","3 629 203,67","","",""
"2019/05/31 13:30:00","3 629 056,15","","",""
"2019/05/31 13:00:00","3 628 908,88","","",""
"2019/05/31 12:30:00","3 628 761,41","","",""
"2019/05/31 12:00:00","3 628 613,43","","",""
"2019/05/31 11:30:00","3 628 465,97","","",""
"2019/05/31 11:00:01","3 628 318,49","","",""
"2019/05/31 10:30:00","3 628 170,56","","",""
"2019/05/31 10:00:00","3 628 023,05","","",""
"2019/05/31 09:30:00","3 627 875,31","","",""
"2019/05/31 09:00:00","3 627 727,61","","",""
"2019/05/31 08:30:00","3 627 580,38","","",""
"2019/05/31 08:00:00","3 627 433,10","","",""
"2019/05/31 07:30:00","3 627 286,40","","",""
"2019/05/31 07:00:00","3 627 139,79","","",""
"2019/05/31 06:30:00","3 626 993,42","","",""
"2019/05/31 06:00:00","3 626 846,86","","",""
"2019/05/31 05:30:00","3 626 700,77","","",""
"2019/05/31 05:00:00","3 626 554,56","","",""
"2019/05/31 04:30:00","3 626 408,49","","",""
"2019/05/31 04:00:00","3 626 262,19","","",""
"2019/05/31 03:30:00","3 626 116,18","","",""
"2019/05/31 03:00:00","3 625 969,72","","",""
"2019/05/31 02:30:00","3 625 823,54","","",""
"2019/05/31 02:00:00","3 625 677,25","","",""
"2019/05/31 01:30:00","3 625 531,04","","",""
"2019/05/31 01:00:00","3 625 385,36","","",""
"2019/05/31 00:30:00","3 625 238,84","","",""
"2019/05/31 00:00:00","3 625 092,49","","",""
"2019/05/30 23:30:00","3 624 945,99","","",""
"2019/05/30 23:00:00","3 624 799,21","","",""
"2019/05/30 22:30:00","3 624 652,34","","",""
"2019/05/30 22:00:00","3 624 505,39","","",""
"2019/05/30 21:30:00","3 624 358,29","","",""
"2019/05/30 21:00:00","3 624 211,01","","",""
"2019/05/30 20:30:00","3 624 063,95","","",""
"2019/05/30 20:00:00","3 623 916,97","","",""
"2019/05/30 19:30:00","3 623 769,85","","",""
"2019/05/30 19:00:00","3 623 622,57","","",""
"2019/05/30 18:30:00","3 623 475,43","","",""
"2019/05/30 18:00:00","3 623 328,40","","",""
"2019/05/30 17:30:00","3 623 181,15","","",""
"2019/05/30 17:00:00","3 623 033,87","","",""
"2019/05/30 16:30:00","3 622 886,56","","",""
"2019/05/30 16:00:00","3 622 738,86","","",""
"2019/05/30 15:30:00","3 622 591,60","","",""
"2019/05/30 15:00:00","3 622 443,96","","",""
"2019/05/30 14:30:00","3 622 296,08","","",""
"2019/05/30 14:00:00","3 622 148,38","","",""
"2019/05/30 13:30:00","3 622 000,86","","",""
"2019/05/30 13:00:00","3 621 853,76","","",""
"2019/05/30 12:30:00","3 621 706,22","","",""
"2019/05/30 12:00:00","3 621 558,90","","",""
"2019/05/30 11:30:00","3 621 411,26","","",""
"2019/05/30 11:00:00","3 621 263,48","","",""
"2019/05/30 10:30:00","3 621 116,38","","",""
"2019/05/30 10:00:00","3 620 969,10","","",""
"2019/05/30 09:30:00","3 620 821,66","","",""
"2019/05/30 09:00:00","3 620 674,33","","",""
"2019/05/30 08:30:00","3 620 527,09","","",""
"2019/05/30 08:00:00","3 620 379,90","","",""
"2019/05/30 07:30:00","3 620 233,24","","",""
"2019/05/30 07:00:00","3 620 086,46","","",""
"2019/05/30 06:30:00","3 619 940,22","","",""
"2019/05/30 06:00:00","3 619 793,55","","",""
"2019/05/30 05:30:00","3 619 647,49","","",""
"2019/05/30 05:00:00","3 619 501,25","","",""
"2019/05/30 04:30:00","3 619 355,53","","",""
"2019/05/30 04:00:00","3 619 209,06","","",""
"2019/05/30 03:30:01","3 619 063,18","","",""
"2019/05/30 03:00:00","3 618 917,05","","",""
"2019/05/30 02:30:00","3 618 771,27","","",""
"2019/05/30 02:00:00","3 618 624,95","","",""
"2019/05/30 01:30:00","3 618 478,78","","",""
"2019/05/30 01:00:00","3 618 333,05","","",""
"2019/05/30 00:30:00","3 618 186,92","","",""
"2019/05/30 00:00:00","3 618 040,12","","",""
"2019/05/29 23:30:00","3 617 894,08","","",""
"2019/05/29 23:00:00","3 617 747,35","","",""
"2019/05/29 22:30:00","3 617 600,76","","",""
"2019/05/29 22:00:00","3 617 453,63","","",""
"2019/05/29 21:30:00","3 617 306,72","","",""
"2019/05/29 21:00:00","3 617 159,67","","",""
"2019/05/29 20:30:00","3 617 012,80","","",""
"2019/05/29 20:00:00","3 616 865,73","","",""
"2019/05/29 19:30:00","3 616 718,41","","",""
"2019/05/29 19:00:00","3 616 571,62","","",""
"2019/05/29 18:30:00","3 616 424,47","","",""
"2019/05/29 18:00:00","3 616 277,51","","",""
"2019/05/29 17:30:00","3 616 130,68","","",""
"2019/05/29 17:00:00","3 615 983,58","","",""
"2019/05/29 16:30:00","3 615 837,83","","",""
"2019/05/29 16:00:00","3 615 694,70","","",""
"2019/05/29 15:30:00","3 615 553,11","","",""
"2019/05/29 15:00:00","3 615 408,09","","",""
"2019/05/29 14:30:00","3 615 266,56","","",""
"2019/05/29 14:00:00","3 615 123,31","","",""
"2019/05/29 13:30:00","3 614 978,26","","",""
"2019/05/29 13:00:00","3 614 835,22","","",""
"2019/05/29 12:30:00","3 614 691,96","","",""
"2019/05/29 12:00:00","3 614 548,92","","",""
"2019/05/29 11:30:00","3 614 405,99","","",""
"2019/05/29 11:00:00","3 614 262,90","","",""
"2019/05/29 10:30:00","3 614 120,04","","",""
"2019/05/29 10:00:00","3 613 977,20","","",""
"2019/05/29 09:30:00","3 613 833,98","","",""
"2019/05/29 09:00:00","3 613 691,44","","",""
"2019/05/29 08:30:00","3 613 548,43","","",""
"2019/05/29 08:00:00","3 613 405,87","","",""
"2019/05/29 07:30:00","3 613 263,45","","",""
"2019/05/29 07:00:00","3 613 121,20","","",""
"2019/05/29 06:30:00","3 612 979,13","","",""
"2019/05/29 06:00:00","3 612 836,92","","",""
"2019/05/29 05:30:00","3 612 695,15","","",""
"2019/05/29 05:00:00","3 612 553,72","","",""
"2019/05/29 04:30:00","3 612 412,07","","",""
"2019/05/29 04:00:00","3 612 270,16","","",""
"2019/05/29 03:30:00","3 612 128,62","","",""
"2019/05/29 03:00:00","3 611 986,91","","",""
"2019/05/29 02:30:01","3 611 844,98","","",""
"2019/05/29 02:00:00","3 611 703,47","","",""
"2019/05/29 01:30:00","3 611 561,72","","",""
"2019/05/29 01:00:00","3 611 419,89","","",""
"2019/05/29 00:30:00","3 611 278,16","","",""
"2019/05/29 00:00:00","3 611 136,13","","",""
"2019/05/28 23:30:00","3 610 994,12","","",""
"2019/05/28 23:00:00","3 610 851,96","","",""
"2019/05/28 22:30:00","3 610 709,58","","",""
"2019/05/28 22:00:00","3 610 567,01","","",""
"2019/05/28 21:30:00","3 610 424,14","","",""
"2019/05/28 21:00:00","3 610 281,44","","",""
"2019/05/28 20:30:00","3 610 138,32","","",""
"2019/05/28 20:00:01","3 609 995,75","","",""
"2019/05/28 19:30:00","3 609 852,99","","",""
"2019/05/28 19:00:00","3 609 710,07","","",""
"2019/05/28 18:30:00","3 609 567,48","","",""
"2019/05/28 18:00:00","3 609 424,52","","",""
"2019/05/28 17:30:00","3 609 281,87","","",""
"2019/05/28 17:00:00","3 609 139,11","","",""
"2019/05/28 16:30:00","3 608 996,10","","",""
"2019/05/28 16:00:00","3 608 853,29","","",""
"2019/05/28 15:30:00","3 608 710,00","","",""
"2019/05/28 15:00:00","3 608 566,92","","",""
"2019/05/28 14:30:00","3 608 423,73","","",""
"2019/05/28 14:00:00","3 608 280,90","","",""
"2019/05/28 13:30:00","3 608 137,76","","",""
"2019/05/28 13:00:00","3 607 994,63","","",""
"2019/05/28 12:30:00","3 607 851,56","","",""
"2019/05/28 12:00:00","3 607 708,43","","",""
"2019/05/28 11:30:00","3 607 565,37","","",""
"2019/05/28 11:00:00","3 607 422,20","","",""
"2019/05/28 10:30:00","3 607 278,82","","",""
"2019/05/28 10:00:00","3 607 136,07","","",""
"2019/05/28 09:30:00","3 606 992,79","","",""
"2019/05/28 09:00:00","3 606 849,91","","",""
"2019/05/28 08:30:00","3 606 706,74","","",""
"2019/05/28 08:00:00","3 606 564,05","","",""
"2019/05/28 07:30:00","3 606 421,64","","",""
"2019/05/28 07:00:00","3 606 279,57","","",""
"2019/05/28 06:30:00","3 606 137,48","","",""
"2019/05/28 06:00:00","3 605 995,75","","",""
"2019/05/28 05:30:00","3 605 854,20","","",""
"2019/05/28 05:00:00","3 605 712,54","","",""
"2019/05/28 04:30:00","3 605 571,01","","",""
"2019/05/28 04:00:00","3 605 429,13","","",""
"2019/05/28 03:30:00","3 605 287,78","","",""
"2019/05/28 03:00:00","3 605 145,65","","",""
"2019/05/28 02:30:00","3 605 004,43","","",""
"2019/05/28 02:00:00","3 604 862,96","","",""
"2019/05/28 01:30:00","3 604 721,39","","",""
"2019/05/28 01:00:00","3 604 579,72","","",""
"2019/05/28 00:30:00","3 604 437,96","","",""
"2019/05/28 00:00:00","3 604 296,22","","",""
"2019/05/27 23:30:00","3 604 154,63","","",""
"2019/05/27 23:00:00","3 604 012,24","","",""
"2019/05/27 22:30:00","3 603 870,33","","",""
"2019/05/27 22:00:00","3 603 727,72","","",""
"2019/05/27 21:30:00","3 603 585,28","","",""
"2019/05/27 21:00:00","3 603 442,33","","",""
"2019/05/27 20:30:00","3 603 299,48","","",""
"2019/05/27 20:00:00","3 603 156,81","","",""
"2019/05/27 19:30:00","3 603 014,12","","",""
"2019/05/27 19:00:00","3 602 871,30","","",""
"2019/05/27 18:30:00","3 602 728,78","","",""
"2019/05/27 18:00:00","3 602 586,52","","",""
"2019/05/27 17:30:00","3 602 443,87","","",""
"2019/05/27 17:00:00","3 602 301,13","","",""
"2019/05/27 16:30:00","3 602 158,04","","",""
"2019/05/27 16:00:00","3 602 014,68","","",""
"2019/05/27 15:30:00","3 601 871,89","","",""
"2019/05/27 15:00:00","3 601 728,48","","",""
"2019/05/27 14:30:00","3 601 587,28","","",""
"2019/05/27 14:00:00","3 601 447,02","","",""
"2019/05/27 13:30:00","3 601 306,74","","",""
"2019/05/27 13:00:00","3 601 166,57","","",""
"2019/05/27 12:30:01","3 601 026,67","","",""
"2019/05/27 12:00:00","3 600 886,57","","",""
"2019/05/27 11:30:00","3 600 746,56","","",""
"2019/05/27 11:00:00","3 600 606,44","","",""
"2019/05/27 10:30:00","3 600 466,43","","",""
"2019/05/27 10:00:00","3 600 326,06","","",""
"2019/05/27 09:30:00","3 600 185,88","","",""
"2019/05/27 09:00:00","3 600 045,97","","",""
"2019/05/27 08:30:00","3 599 906,13","","",""
"2019/05/27 08:00:00","3 599 766,49","","",""
"2019/05/27 07:30:00","3 599 627,24","","",""
"2019/05/27 07:00:00","3 599 488,00","","",""
"2019/05/27 06:30:00","3 599 349,08","","",""
"2019/05/27 06:00:00","3 599 210,06","","",""
"2019/05/27 05:30:00","3 599 071,56","","",""
"2019/05/27 05:00:00","3 598 932,59","","",""
"2019/05/27 04:30:00","3 598 794,11","","",""
"2019/05/27 04:00:00","3 598 655,33","","",""
"2019/05/27 03:30:00","3 598 516,70","","",""
"2019/05/27 03:00:00","3 598 378,25","","",""
"2019/05/27 02:30:00","3 598 239,19","","",""
"2019/05/27 02:00:00","3 598 100,36","","",""
"2019/05/27 01:30:00","3 597 961,55","","",""
"2019/05/27 01:00:00","3 597 822,44","","",""
"2019/05/27 00:30:00","3 597 683,59","","",""
"2019/05/27 00:00:00","3 597 544,25","","",""
"2019/05/26 23:30:00","3 597 404,89","","",""
"2019/05/26 23:00:00","3 597 265,57","","",""
"2019/05/26 22:30:00","3 597 126,14","","",""
"2019/05/26 22:00:00","3 596 986,66","","",""
"2019/05/26 21:30:00","3 596 847,09","","",""
"2019/05/26 21:00:00","3 596 707,32","","",""
"2019/05/26 20:30:00","3 596 567,71","","",""
"2019/05/26 20:00:00","3 596 427,86","","",""
"2019/05/26 19:30:00","3 596 288,10","","",""
"2019/05/26 19:00:00","3 596 148,38","","",""
"2019/05/26 18:30:00","3 596 008,45","","",""
"2019/05/26 18:00:00","3 595 868,78","","",""
"2019/05/26 17:30:00","3 595 728,95","","",""
"2019/05/26 17:00:00","3 595 589,48","","",""
"2019/05/26 16:30:00","3 595 449,76","","",""
"2019/05/26 16:00:00","3 595 310,13","","",""
"2019/05/26 15:30:00","3 595 170,53","","",""
"2019/05/26 15:00:00","3 595 030,66","","",""
"2019/05/26 14:30:00","3 594 890,92","","",""
"2019/05/26 14:00:00","3 594 751,36","","",""
"2019/05/26 13:30:00","3 594 611,88","","",""
"2019/05/26 13:00:00","3 594 472,57","","",""
"2019/05/26 12:30:00","3 594 332,88","","",""
